"Chr","KRAB_ZNFs","TEs","distance","pos_or_neg"
"536","7","ZNF746","AluSq2",42303370,"neg"
"537","7","ZNF746","AluSq2",42158640,"neg"
"538","7","ZNF746","AluSq2",42146702,"neg"
"539","7","ZNF746","MER58C",42128262,"neg"
"540","7","ZNF746","AluSq2",42109573,"neg"
"541","7","ZNF746","MER58C",42073815,"neg"
"542","7","ZNF746","AluSq2",42005603,"neg"
"543","7","ZNF746","AluSq2",41997086,"neg"
"544","7","ZNF746","AluSq2",41972372,"neg"
"545","7","ZNF746","AluSq2",41943436,"neg"
"546","7","ZNF746","AluSq2",41904220,"neg"
"547","7","ZNF746","AluSq2",41751846,"neg"
"548","7","ZNF746","AluSq2",41666570,"neg"
"549","7","ZNF746","AluSq2",41547977,"neg"
"550","7","ZNF746","AluSq2",41525402,"neg"
"551","7","ZNF746","AluSq2",41517722,"neg"
"552","7","ZNF746","AluSq2",41480992,"neg"
"553","7","ZNF746","AluSq2",41473954,"neg"
"554","7","ZNF746","HERV16-int",41446375,"neg"
"555","7","ZNF746","AluSq2",41407671,"neg"
"556","7","ZNF746","AluSq2",138390724,"neg"
"557","7","ZNF746","AluSq2",41356155,"neg"
"558","7","ZNF746","AluSq2",41147581,"neg"
"559","7","ZNF746","AluSq2",41059763,"neg"
"560","7","ZNF746","AluSq2",40973974,"neg"
"561","7","ZNF746","AluSq2",148087010,"neg"
"562","7","ZNF746","MER58C",40864092,"neg"
"563","7","ZNF746","AluSq2",40857757,"neg"
"564","7","ZNF746","AluSq2",40845062,"neg"
"565","7","ZNF746","AluSq2",40755168,"neg"
"566","7","ZNF746","AluSq2",40533651,"neg"
"567","7","ZNF746","MER101B",40401115,"neg"
"568","7","ZNF746","MER101B",40400312,"neg"
"569","7","ZNF746","MER101B",40400091,"neg"
"570","7","ZNF746","AluSq2",40328792,"neg"
"571","7","ZNF746","AluSq2",40224332,"neg"
"572","7","ZNF746","AluSq2",138272695,"neg"
"573","7","ZNF746","AluSq2",40178070,"neg"
"574","7","ZNF746","AluSq2",40083417,"neg"
"575","7","ZNF746","AluSq2",40076778,"neg"
"576","7","ZNF746","AluSq2",138251414,"neg"
"577","7","ZNF746","AluSq2",39919098,"neg"
"578","7","ZNF746","AluSq2",39874593,"neg"
"579","7","ZNF746","AluSq2",138239594,"neg"
"580","7","ZNF746","AluSq2",138234520,"neg"
"581","7","ZNF746","AluSq2",39438952,"neg"
"582","7","ZNF746","AluSq2",39373782,"neg"
"583","7","ZNF746","AluSq2",39336891,"neg"
"584","7","ZNF746","AluSq2",138186285,"neg"
"585","7","ZNF746","AluSq2",39265995,"neg"
"586","7","ZNF746","AluSq2",138176985,"neg"
"587","7","ZNF746","AluSq2",138175004,"neg"
"588","7","ZNF746","MER127",39205366,"neg"
"589","7","ZNF746","AluSq2",39205117,"neg"
"590","7","ZNF746","MER127",39205056,"neg"
"591","7","ZNF746","AluSq2",39200110,"neg"
"592","7","ZNF746","AluSq2",39075019,"neg"
"593","7","ZNF746","AluSq2",39033009,"neg"
"594","7","ZNF746","AluSq2",38940523,"neg"
"595","7","ZNF746","LTR88c",138136921,"neg"
"596","7","ZNF746","AluSq2",38828107,"neg"
"597","7","ZNF746","LTR88c",138130608,"neg"
"598","7","ZNF746","AluSq2",138123039,"neg"
"599","7","ZNF746","AluSq2",38696373,"neg"
"600","7","ZNF746","AluSq2",38656031,"neg"
"601","7","ZNF746","AluSq2",38647150,"neg"
"602","7","ZNF746","AluSq2",38611076,"neg"
"603","7","ZNF746","MER127",38548728,"neg"
"604","7","ZNF746","AluSq2",38506098,"neg"
"605","7","ZNF746","AluSq2",38489652,"neg"
"606","7","ZNF746","AluSq2",38485244,"neg"
"607","7","ZNF746","UCON27",38387064,"neg"
"608","7","ZNF746","MER67B",38367033,"neg"
"609","7","ZNF746","MER67B",38366351,"neg"
"610","7","ZNF746","AluSq2",38343099,"neg"
"611","7","ZNF746","MER101",38206788,"neg"
"612","7","ZNF746","AluSq2",38172799,"neg"
"613","7","ZNF746","LTR88c",38041858,"neg"
"614","7","ZNF746","AluSq2",37917815,"neg"
"615","7","ZNF746","AluSq2",37912042,"neg"
"616","7","ZNF746","AluSq2",37878162,"neg"
"617","7","ZNF746","AluSq2",37815420,"neg"
"618","7","ZNF746","AluSq2",37811312,"neg"
"619","7","ZNF746","AluSq2",37756999,"neg"
"620","7","ZNF746","AluSq2",37637328,"neg"
"621","7","ZNF746","AluSq2",137992372,"neg"
"622","7","ZNF746","AluSq2",37281850,"neg"
"623","7","ZNF746","AluSq2",37242004,"neg"
"624","7","ZNF746","AluSq2",137967411,"neg"
"625","7","ZNF746","AluSq2",37140679,"neg"
"626","7","ZNF746","AluSq2",37105116,"neg"
"627","7","ZNF746","AluSq2",37085940,"neg"
"628","7","ZNF746","AluSq2",37075338,"neg"
"629","7","ZNF746","LTR88c",37007490,"neg"
"630","7","ZNF746","LTR88c",37007041,"neg"
"631","7","ZNF746","MER67B",137944478,"neg"
"632","7","ZNF746","AluSq2",36908439,"neg"
"633","7","ZNF746","AluSq2",36862554,"neg"
"634","7","ZNF746","AluSq2",36754950,"neg"
"635","7","ZNF746","AluSq2",36733913,"neg"
"636","7","ZNF746","AluSq2",36604018,"neg"
"637","7","ZNF746","AluSq2",36469271,"neg"
"638","7","ZNF746","AluSq2",36461627,"neg"
"639","7","ZNF746","AluSq2",137890347,"neg"
"640","7","ZNF746","LTR88c",36312938,"neg"
"641","7","ZNF746","LTR88c",36151027,"neg"
"642","7","ZNF746","AluSq2",36017223,"neg"
"643","7","ZNF746","AluSq2",36016481,"neg"
"644","7","ZNF746","AluSq2",35951445,"neg"
"645","7","ZNF746","ORSL-2a",35700195,"neg"
"646","7","ZNF746","AluSq2",35699641,"neg"
"647","7","ZNF746","MER67B",35631205,"neg"
"648","7","ZNF746","MER67B",35630545,"neg"
"649","7","ZNF746","AluSq2",35590696,"neg"
"650","7","ZNF746","AluSq2",137804218,"neg"
"651","7","ZNF746","UCON5",35465237,"neg"
"652","7","ZNF746","AluSq2",35328657,"neg"
"653","7","ZNF746","AluSq2",35317705,"neg"
"654","7","ZNF746","AluSq2",35267748,"neg"
"655","7","ZNF746","AluSq2",35200286,"neg"
"656","7","ZNF746","AluSq2",35093993,"neg"
"657","7","ZNF746","AluSq2",35003703,"neg"
"658","7","ZNF746","AluSq2",34821495,"neg"
"659","7","ZNF746","AluSq2",34703174,"neg"
"660","7","ZNF746","Eulor6D",34631622,"neg"
"661","7","ZNF746","AluSq2",34625629,"neg"
"662","7","ZNF746","AluSq2",34608602,"neg"
"663","7","ZNF746","AluSq2",34571072,"neg"
"664","7","ZNF746","AluSq2",34417250,"neg"
"665","7","ZNF746","AluSq2",34381257,"neg"
"666","7","ZNF746","AluSq2",34380281,"neg"
"667","7","ZNF746","AluSq2",34285723,"neg"
"668","7","ZNF746","AluSq2",34272893,"neg"
"669","7","ZNF746","MER125",34246133,"neg"
"670","7","ZNF746","AluSq2",34223966,"neg"
"671","7","ZNF746","MER58C",34216204,"neg"
"672","7","ZNF746","UCON5",34147976,"neg"
"673","7","ZNF746","AluSq2",33832661,"neg"
"674","7","ZNF746","AluSq2",33827208,"neg"
"675","7","ZNF746","AluSq2",33738886,"neg"
"676","7","ZNF746","AluSq2",33707574,"neg"
"677","7","ZNF746","AluSq2",33641579,"neg"
"678","7","ZNF746","MER130",33428964,"neg"
"679","7","ZNF746","LTR81AB",33359376,"neg"
"680","7","ZNF746","LTR81AB",33358217,"neg"
"681","7","ZNF746","AluSq2",33290931,"neg"
"682","7","ZNF746","AluSq2",33176533,"neg"
"683","7","ZNF746","AluSq2",33124551,"neg"
"684","7","ZNF746","AluSq2",33114026,"neg"
"685","7","ZNF746","AluSq2",33011655,"neg"
"686","7","ZNF746","AluSq2",32983117,"neg"
"687","7","ZNF746","AluSq2",32699603,"neg"
"688","7","ZNF746","AluSq2",32694022,"neg"
"689","7","ZNF746","AluSq2",32607136,"neg"
"690","7","ZNF746","AluSq2",32546634,"neg"
"691","7","ZNF746","AluSq2",32526708,"neg"
"692","7","ZNF746","AluSq2",32446273,"neg"
"693","7","ZNF746","AluSq2",32432208,"neg"
"694","7","ZNF746","AluSq2",32421917,"neg"
"695","7","ZNF746","AluSq2",32263666,"neg"
"696","7","ZNF746","AluSq2",32260797,"neg"
"697","7","ZNF746","AluSq2",32225096,"neg"
"698","7","ZNF746","AluSq2",137461840,"neg"
"699","7","ZNF746","AluSq2",32058258,"neg"
"700","7","ZNF746","AluSq2",31810612,"neg"
"701","7","ZNF746","AluSq2",31687330,"neg"
"702","7","ZNF746","AluSq2",31650573,"neg"
"703","7","ZNF746","AluSq2",31619695,"neg"
"704","7","ZNF746","AluSq2",31592692,"neg"
"705","7","ZNF746","AluSq2",31556251,"neg"
"706","7","ZNF746","AluSq2",31347064,"neg"
"707","7","ZNF746","AluSq2",31339954,"neg"
"708","7","ZNF746","AluSq2",31320660,"neg"
"709","7","ZNF746","Eulor6D",31111180,"neg"
"710","7","ZNF746","AluSq2",31031315,"neg"
"711","7","ZNF746","AluSq2",30955288,"neg"
"712","7","ZNF746","HERV16-int",30868540,"neg"
"713","7","ZNF746","AluSq2",137329695,"neg"
"714","7","ZNF746","MER58C",30677921,"neg"
"715","7","ZNF746","MER130",30503177,"neg"
"716","7","ZNF746","AluSq2",30448879,"neg"
"717","7","ZNF746","HERV16-int",30347698,"neg"
"718","7","ZNF746","MER58C",30302088,"neg"
"719","7","ZNF746","AluSq2",137257239,"neg"
"720","7","ZNF746","AluSq2",29909047,"neg"
"721","7","ZNF746","MER58C",29789331,"neg"
"722","7","ZNF746","AluSq2",29658632,"neg"
"723","7","ZNF746","AluSq2",29638898,"neg"
"724","7","ZNF746","AluSq2",29350994,"neg"
"725","7","ZNF746","AluSq2",137183120,"neg"
"726","7","ZNF746","AluSq2",29200447,"neg"
"727","7","ZNF746","AluSq2",29199224,"neg"
"728","7","ZNF746","AluSq2",29182060,"neg"
"729","7","ZNF746","MER4B-int",137169885,"neg"
"730","7","ZNF746","LTR39-int",137165827,"neg"
"731","7","ZNF746","LTR39-int",137165658,"neg"
"732","7","ZNF746","AluSq2",137161695,"neg"
"733","7","ZNF746","AluSq2",137158359,"neg"
"734","7","ZNF746","MER127",29005115,"neg"
"735","7","ZNF746","AluSq2",28771553,"neg"
"736","7","ZNF746","AluSq2",137111991,"neg"
"737","7","ZNF746","AluSq2",28479068,"neg"
"738","7","ZNF746","AluSq2",147961124,"neg"
"739","7","ZNF746","AluSq2",28219987,"neg"
"740","7","ZNF746","AluSq2",28123319,"neg"
"741","7","ZNF746","AluSq2",28064943,"neg"
"742","7","ZNF746","AluSq2",28062439,"neg"
"743","7","ZNF746","AluSq2",28012357,"neg"
"744","7","ZNF746","AluSq2",27936139,"neg"
"745","7","ZNF746","LTR88c",27894585,"neg"
"746","7","ZNF746","AluSq2",147956374,"neg"
"747","7","ZNF746","LTR88c",27792030,"neg"
"748","7","ZNF746","LTR81AB",27790544,"neg"
"749","7","ZNF746","AluSq2",27705533,"neg"
"750","7","ZNF746","UCON8",27697312,"neg"
"751","7","ZNF746","AluSq2",27560250,"neg"
"752","7","ZNF746","AluSq2",27378601,"neg"
"753","7","ZNF746","AluSq2",27356730,"neg"
"754","7","ZNF746","AluSq2",27334192,"neg"
"755","7","ZNF746","AluSq2",27252096,"neg"
"756","7","ZNF746","AluSq2",27232847,"neg"
"757","7","ZNF746","AluSq2",27189935,"neg"
"758","7","ZNF746","AluSq2",27096129,"neg"
"759","7","ZNF746","AluSq2",27077137,"neg"
"760","7","ZNF746","AluSq2",136954432,"neg"
"761","7","ZNF746","MER101",26795979,"neg"
"762","7","ZNF746","MER101",26795824,"neg"
"763","7","ZNF746","AluSq2",26775059,"neg"
"764","7","ZNF746","AluSq2",26537560,"neg"
"765","7","ZNF746","UCON8",26456139,"neg"
"766","7","ZNF746","AluSq2",26397197,"neg"
"767","7","ZNF746","AluSq2",26194431,"neg"
"768","7","ZNF746","HERV16-int",26132250,"neg"
"769","7","ZNF746","AluSq2",26112713,"neg"
"770","7","ZNF746","HERV16-int",26062068,"neg"
"771","7","ZNF746","AluSq2",25978696,"neg"
"772","7","ZNF746","AluSq2",25978327,"neg"
"773","7","ZNF746","AluSq2",25918729,"neg"
"774","7","ZNF746","MER58C",25862418,"neg"
"775","7","ZNF746","AluSq2",25827476,"neg"
"776","7","ZNF746","AluSq2",25659842,"neg"
"777","7","ZNF746","AluSq2",25639586,"neg"
"778","7","ZNF746","AluSq2",25627874,"neg"
"779","7","ZNF746","AluSq2",25558083,"neg"
"780","7","ZNF746","AluSq2",25519656,"neg"
"781","7","ZNF746","AluSq2",25491080,"neg"
"782","7","ZNF746","AluSq2",25474565,"neg"
"783","7","ZNF746","AluSq2",25406033,"neg"
"784","7","ZNF746","LTR58",25349448,"neg"
"785","7","ZNF746","LTR58",25348529,"neg"
"786","7","ZNF746","AluSq2",25321625,"neg"
"787","7","ZNF746","AluSq2",25174425,"neg"
"788","7","ZNF746","MER4B-int",25094281,"neg"
"789","7","ZNF746","MER4B-int",25093634,"neg"
"790","7","ZNF746","MER4B-int",25092592,"neg"
"791","7","ZNF746","AluSq2",25016152,"neg"
"792","7","ZNF746","AluSq2",147926400,"neg"
"793","7","ZNF746","AluSq2",24792966,"neg"
"794","7","ZNF746","AluSq2",147924845,"neg"
"795","7","ZNF746","AluSq2",24499076,"neg"
"796","7","ZNF746","AluSq2",147922774,"neg"
"797","7","ZNF746","AluSq2",24448530,"neg"
"798","7","ZNF746","AluSq2",136694531,"neg"
"799","7","ZNF746","AluSq2",147921242,"neg"
"800","7","ZNF746","AluSq2",24181420,"neg"
"801","7","ZNF746","MER4B-int",23949873,"neg"
"802","7","ZNF746","AluSq2",23743236,"neg"
"803","7","ZNF746","UCON8",23715466,"neg"
"804","7","ZNF746","AluSq2",136620205,"neg"
"805","7","ZNF746","AluSq2",23622693,"neg"
"806","7","ZNF746","HERV16-int",23240665,"neg"
"807","7","ZNF746","HERV16-int",23240329,"neg"
"808","7","ZNF746","AluSq2",23137042,"neg"
"809","7","ZNF746","AluSq2",136550342,"neg"
"810","7","ZNF746","AluSq2",22946474,"neg"
"811","7","ZNF746","AluSq2",22739524,"neg"
"812","7","ZNF746","UCON5",22616038,"neg"
"813","7","ZNF746","MER101B",22487625,"neg"
"814","7","ZNF746","MER92A",22438545,"neg"
"815","7","ZNF746","MER92A",22437521,"neg"
"816","7","ZNF746","AluSq2",22417788,"neg"
"817","7","ZNF746","AluSq2",22188584,"neg"
"818","7","ZNF746","AluSq2",136462276,"neg"
"819","7","ZNF746","AluSq2",22032846,"neg"
"820","7","ZNF746","AluSq2",21990639,"neg"
"821","7","ZNF746","AluSq2",136449897,"neg"
"822","7","ZNF746","AluSq2",21960074,"neg"
"823","7","ZNF746","AluSq2",21939199,"neg"
"824","7","ZNF746","MER58C",136446002,"neg"
"825","7","ZNF746","AluSq2",136445284,"neg"
"826","7","ZNF746","AluSq2",21852790,"neg"
"827","7","ZNF746","AluSq2",136436442,"neg"
"828","7","ZNF746","AluSq2",21792250,"neg"
"829","7","ZNF746","AluSq2",21791253,"neg"
"830","7","ZNF746","AluSq2",136429707,"neg"
"831","7","ZNF746","AluSq2",136425039,"neg"
"832","7","ZNF746","AluSq2",21715969,"neg"
"833","7","ZNF746","AluSq2",136419058,"neg"
"834","7","ZNF746","AluSq2",21603938,"neg"
"835","7","ZNF746","AluSq2",21600943,"neg"
"836","7","ZNF746","AluSq2",136406190,"neg"
"837","7","ZNF746","AluSq2",21481689,"neg"
"838","7","ZNF746","AluSq2",21395190,"neg"
"839","7","ZNF746","AluSq2",21353424,"neg"
"840","7","ZNF746","AluSq2",21305385,"neg"
"841","7","ZNF746","AluSq2",21297471,"neg"
"842","7","ZNF746","AluSq2",21289600,"neg"
"843","7","ZNF746","AluSq2",21281382,"neg"
"844","7","ZNF746","AluSq2",21267454,"neg"
"845","7","ZNF746","AluSq2",21217410,"neg"
"846","7","ZNF746","AluSq2",136373699,"neg"
"847","7","ZNF746","AluSq2",21207771,"neg"
"848","7","ZNF746","AluSq2",21196085,"neg"
"849","7","ZNF746","AluSq2",21106254,"neg"
"850","7","ZNF746","AluSq2",21092777,"neg"
"851","7","ZNF746","AluSq2",21087353,"neg"
"852","7","ZNF746","ORSL-2a",21082467,"neg"
"853","7","ZNF746","ORSL-2a",21081968,"neg"
"854","7","ZNF746","AluSq2",21079738,"neg"
"855","7","ZNF746","AluSq2",21072870,"neg"
"856","7","ZNF746","AluSq2",21069277,"neg"
"857","7","ZNF746","AluSq2",21043523,"neg"
"858","7","ZNF746","AluSq2",21038215,"neg"
"859","7","ZNF746","AluSq2",21029188,"neg"
"860","7","ZNF746","AluSq2",21025824,"neg"
"861","7","ZNF746","AluSq2",21020825,"neg"
"862","7","ZNF746","AluSq2",21020518,"neg"
"863","7","ZNF746","AluSq2",21014747,"neg"
"864","7","ZNF746","AluSq2",21010627,"neg"
"865","7","ZNF746","AluSq2",20995060,"neg"
"866","7","ZNF746","AluSq2",20992718,"neg"
"867","7","ZNF746","AluSq2",20989294,"neg"
"868","7","ZNF746","AluSq2",20955189,"neg"
"869","7","ZNF746","MER58C",20945232,"neg"
"870","7","ZNF746","AluSq2",20938344,"neg"
"871","7","ZNF746","AluSq2",20910194,"neg"
"872","7","ZNF746","AluSq2",136339309,"neg"
"873","7","ZNF746","AluSq2",20859626,"neg"
"874","7","ZNF746","AluSq2",20848965,"neg"
"875","7","ZNF746","AluSq2",20792528,"neg"
"876","7","ZNF746","MER58C",20777596,"neg"
"877","7","ZNF746","AluSq2",20769616,"neg"
"878","7","ZNF746","AluSq2",20634926,"neg"
"879","7","ZNF746","AluSq2",20631477,"neg"
"880","7","ZNF746","AluSq2",20549125,"neg"
"881","7","ZNF746","AluSq2",20503129,"neg"
"882","7","ZNF746","AluSq2",20460765,"neg"
"883","7","ZNF746","AluSq2",20459252,"neg"
"884","7","ZNF746","AluSq2",20449337,"neg"
"885","7","ZNF746","AluSq2",20400887,"neg"
"886","7","ZNF746","AluSq2",20398673,"neg"
"887","7","ZNF746","AluSq2",20380470,"neg"
"888","7","ZNF746","AluSq2",20375286,"neg"
"889","7","ZNF746","AluSq2",20350470,"neg"
"890","7","ZNF746","AluSq2",20269951,"neg"
"891","7","ZNF746","AluSq2",20262444,"neg"
"892","7","ZNF746","AluSq2",20176797,"neg"
"893","7","ZNF746","AluSq2",147879520,"neg"
"894","7","ZNF746","AluSq2",20157205,"neg"
"895","7","ZNF746","AluSq2",20133324,"neg"
"896","7","ZNF746","AluSq2",20125345,"neg"
"897","7","ZNF746","AluSq2",20118269,"neg"
"898","7","ZNF746","AluSq2",20114419,"neg"
"899","7","ZNF746","AluSq2",20113989,"neg"
"900","7","ZNF746","AluSq2",20113221,"neg"
"901","7","ZNF746","AluSq2",20050253,"neg"
"902","7","ZNF746","AluSq2",20038625,"neg"
"903","7","ZNF746","AluSq2",20024267,"neg"
"904","7","ZNF746","AluSq2",20020709,"neg"
"905","7","ZNF746","AluSq2",20001274,"neg"
"906","7","ZNF746","AluSq2",19994161,"neg"
"907","7","ZNF746","AluSq2",19988903,"neg"
"908","7","ZNF746","AluSq2",19965379,"neg"
"909","7","ZNF746","AluSq2",19963755,"neg"
"910","7","ZNF746","AluSq2",19962921,"neg"
"911","7","ZNF746","AluSq2",19961785,"neg"
"912","7","ZNF746","AluSq2",19954251,"neg"
"913","7","ZNF746","AluSq2",19936804,"neg"
"914","7","ZNF746","AluSq2",19932557,"neg"
"915","7","ZNF746","AluSq2",19927875,"neg"
"916","7","ZNF746","AluSq2",19926229,"neg"
"917","7","ZNF746","AluSq2",19921700,"neg"
"918","7","ZNF746","AluSq2",19900470,"neg"
"919","7","ZNF746","AluSq2",19713366,"neg"
"920","7","ZNF746","AluSq2",19687116,"neg"
"921","7","ZNF746","AluSq2",19639374,"neg"
"922","7","ZNF746","AluSq2",19635257,"neg"
"923","7","ZNF746","AluSq2",19628152,"neg"
"924","7","ZNF746","AluSq2",19574576,"neg"
"925","7","ZNF746","AluSq2",19572010,"neg"
"926","7","ZNF746","AluSq2",19569410,"neg"
"927","7","ZNF746","AluSq2",19564646,"neg"
"928","7","ZNF746","AluSq2",19550708,"neg"
"929","7","ZNF746","AluSq2",19548163,"neg"
"930","7","ZNF746","AluSq2",19544572,"neg"
"931","7","ZNF746","AluSq2",19507847,"neg"
"932","7","ZNF746","AluSq2",19504842,"neg"
"933","7","ZNF746","AluSq2",19502229,"neg"
"934","7","ZNF746","AluSq2",19478063,"neg"
"935","7","ZNF746","AluSq2",19477571,"neg"
"936","7","ZNF746","AluSq2",19473881,"neg"
"937","7","ZNF746","AluSq2",19463464,"neg"
"938","7","ZNF746","AluSq2",19441985,"neg"
"939","7","ZNF746","AluSq2",19423878,"neg"
"940","7","ZNF746","AluSq2",19416413,"neg"
"941","7","ZNF746","AluSq2",19372999,"neg"
"942","7","ZNF746","AluSq2",19370593,"neg"
"943","7","ZNF746","AluSq2",19347805,"neg"
"944","7","ZNF746","AluSq2",19331408,"neg"
"945","7","ZNF746","AluSq2",136183776,"neg"
"946","7","ZNF746","AluSq2",19270278,"neg"
"947","7","ZNF746","LTR88c",19257448,"neg"
"948","7","ZNF746","AluSq2",19213117,"neg"
"949","7","ZNF746","AluSq2",19089727,"neg"
"950","7","ZNF746","AluSq2",19079121,"neg"
"951","7","ZNF746","AluSq2",19073542,"neg"
"952","7","ZNF746","AluSq2",19016735,"neg"
"953","7","ZNF746","AluSq2",18881262,"neg"
"954","7","ZNF746","AluSq2",18839925,"neg"
"955","7","ZNF746","AluSq2",18764474,"neg"
"956","7","ZNF746","AluSq2",18738812,"neg"
"957","7","ZNF746","MER58C",18729211,"neg"
"958","7","ZNF746","AluSq2",18725364,"neg"
"959","7","ZNF746","AluSq2",136124609,"neg"
"960","7","ZNF746","HERV16-int",136120582,"neg"
"961","7","ZNF746","HERV16-int",136120374,"neg"
"962","7","ZNF746","AluSq2",18665516,"neg"
"963","7","ZNF746","AluSq2",18535560,"neg"
"964","7","ZNF746","AluSq2",18507691,"neg"
"965","7","ZNF746","AluSq2",18467734,"neg"
"966","7","ZNF746","AluSq2",18398595,"neg"
"967","7","ZNF746","AluSq2",18358273,"neg"
"968","7","ZNF746","AluSq2",18350997,"neg"
"969","7","ZNF746","AluSq2",18313369,"neg"
"970","7","ZNF746","AluSq2",18306700,"neg"
"971","7","ZNF746","AluSq2",18300301,"neg"
"972","7","ZNF746","AluSq2",18267408,"neg"
"973","7","ZNF746","AluSq2",18250847,"neg"
"974","7","ZNF746","AluSq2",18207543,"neg"
"975","7","ZNF746","AluSq2",18194800,"neg"
"976","7","ZNF746","AluSq2",18175414,"neg"
"977","7","ZNF746","AluSq2",18172804,"neg"
"978","7","ZNF746","AluSq2",18114989,"neg"
"979","7","ZNF746","AluSq2",18050942,"neg"
"980","7","ZNF746","AluSq2",17969424,"neg"
"981","7","ZNF746","AluSq2",17959505,"neg"
"982","7","ZNF746","AluSq2",17913492,"neg"
"983","7","ZNF746","AluSq2",17912971,"neg"
"984","7","ZNF746","LTR88c",17910195,"neg"
"985","7","ZNF746","AluSq2",17825280,"neg"
"986","7","ZNF746","AluSq2",17805544,"neg"
"987","7","ZNF746","AluSq2",17777071,"neg"
"988","7","ZNF746","AluSq2",17772754,"neg"
"989","7","ZNF746","AluSq2",17771855,"neg"
"990","7","ZNF746","AluSq2",17712840,"neg"
"991","7","ZNF746","MER125",17689592,"neg"
"992","7","ZNF746","AluSq2",17634279,"neg"
"993","7","ZNF746","MER123",17254390,"neg"
"994","7","ZNF746","AluSq2",17181954,"neg"
"995","7","ZNF746","AluSq2",17092981,"neg"
"996","7","ZNF746","AluSq2",17021976,"neg"
"997","7","ZNF746","AluSq2",16984655,"neg"
"998","7","ZNF746","AluSq2",135947585,"neg"
"999","7","ZNF746","AluSq2",16861751,"neg"
"1000","7","ZNF746","AluSq2",16717042,"neg"
"1001","7","ZNF746","MER129",16656029,"neg"
"1002","7","ZNF746","AluSq2",16627418,"neg"
"1003","7","ZNF746","AluSq2",16494934,"neg"
"1004","7","ZNF746","AluSq2",16480865,"neg"
"1005","7","ZNF746","AluSq2",16424202,"neg"
"1006","7","ZNF746","AluSq2",16340007,"neg"
"1007","7","ZNF746","AluSq2",16314201,"neg"
"1008","7","ZNF746","AluSq2",16284242,"neg"
"1009","7","ZNF746","AluSq2",16251795,"neg"
"1010","7","ZNF746","AluSq2",135868323,"neg"
"1011","7","ZNF746","AluSq2",16095536,"neg"
"1012","7","ZNF746","AluSq2",16018983,"neg"
"1013","7","ZNF746","AluSq2",16013703,"neg"
"1014","7","ZNF746","AluSq2",15989864,"neg"
"1015","7","ZNF746","AluSq2",15977042,"neg"
"1016","7","ZNF746","AluSq2",15896248,"neg"
"1017","7","ZNF746","AluSq2",15887095,"neg"
"1018","7","ZNF746","MER101B",15788823,"neg"
"1019","7","ZNF746","AluSq2",135829920,"neg"
"1020","7","ZNF746","AluSq2",15759457,"neg"
"1021","7","ZNF746","AluSq2",15637103,"neg"
"1022","7","ZNF746","AluSq2",15574912,"neg"
"1023","7","ZNF746","AluSq2",15532949,"neg"
"1024","7","ZNF746","AluSq2",15385126,"neg"
"1025","7","ZNF746","AluSq2",15382107,"neg"
"1026","7","ZNF746","UCON27",15372879,"neg"
"1027","7","ZNF746","UCON27",15366416,"neg"
"1028","7","ZNF746","AluSq2",15339586,"neg"
"1029","7","ZNF746","AluSq2",15228653,"neg"
"1030","7","ZNF746","AluSq2",15179803,"neg"
"1031","7","ZNF746","AluSq2",15159980,"neg"
"1032","7","ZNF746","AluSq2",15127604,"neg"
"1033","7","ZNF746","LTR88c",15091817,"neg"
"1034","7","ZNF746","AluSq2",15087705,"neg"
"1035","7","ZNF746","AluSq2",15050892,"neg"
"1036","7","ZNF746","AluSq2",15029267,"neg"
"1037","7","ZNF746","AluSq2",14984988,"neg"
"1038","7","ZNF746","MER4B-int",14966663,"neg"
"1039","7","ZNF746","AluSq2",14962777,"neg"
"1040","7","ZNF746","AluSq2",14836699,"neg"
"1041","7","ZNF746","AluSq2",14796884,"neg"
"1042","7","ZNF746","AluSq2",14736388,"neg"
"1043","7","ZNF746","AluSq2",14735530,"neg"
"1044","7","ZNF746","AluSq2",14620773,"neg"
"1045","7","ZNF746","AluSq2",14609508,"neg"
"1046","7","ZNF746","AluSq2",14601014,"neg"
"1047","7","ZNF746","AluSq2",14585632,"neg"
"1048","7","ZNF746","AluSq2",14578905,"neg"
"1049","7","ZNF746","AluSq2",135710539,"neg"
"1050","7","ZNF746","AluSq2",14575434,"neg"
"1051","7","ZNF746","AluSq2",14567485,"neg"
"1052","7","ZNF746","AluSq2",14496197,"neg"
"1053","7","ZNF746","MER4B-int",14484229,"neg"
"1054","7","ZNF746","AluSq2",14426078,"neg"
"1055","7","ZNF746","AluSq2",14250726,"neg"
"1056","7","ZNF746","AluSq2",14235532,"neg"
"1057","7","ZNF746","MER58C",14203203,"neg"
"1058","7","ZNF746","MER58C",135658157,"neg"
"1059","7","ZNF746","MER58C",14024053,"neg"
"1060","7","ZNF746","AluSq2",13990644,"neg"
"1061","7","ZNF746","AluSq2",13956567,"neg"
"1062","7","ZNF746","AluSq2",13796581,"neg"
"1063","7","ZNF746","AluSq2",13620237,"neg"
"1064","7","ZNF746","AluSq2",13581404,"neg"
"1065","7","ZNF746","AluSq2",13542949,"neg"
"1066","7","ZNF746","MER4B-int",13496390,"neg"
"1067","7","ZNF746","MER4B-int",13495614,"neg"
"1068","7","ZNF746","LTR88c",135601088,"neg"
"1069","7","ZNF746","LTR88c",13440526,"neg"
"1070","7","ZNF746","AluSq2",13419425,"neg"
